country,city,district,min_booking_duration,beds,rooms,deposit,area,price,accommodates,number_of_pics,cleaning_fee,first_pic_category,was_published,clicks_count
1,1592,1425,1,4,3,2000.0,85.0,1600.0,4,14,150.0,ROOM_BEDROOM,1,6
1,769,780,1,0,0,0.0,,,,,,,0,0
1,346,367,1,3,3,1000.0,55.0,1850.0,6,16,200.0,UNCATEGORIZED,1,74
1,574,590,1,2,3,1000.0,70.0,1350.0,2,31,250.0,UNCATEGORIZED,1,8
1,155,916,6,2,3,2000.0,88.0,2700.0,4,29,100.0,LIVING_ROOM,1,183
1,155,774,6,2,2,3500.0,52.0,1750.0,4,24,150.0,DINING_ROOM,1,532
1,155,1068,3,2,4,4000.0,120.0,2900.0,4,38,150.0,LIVING_ROOM,1,124
2,870,,1,2,2,1740.0,25.0,1832.0,4,15,40.0,UNCATEGORIZED,1,16
1,155,965,1,0,0,0.0,,,,,,,0,0
1,155,314,5,1,2,3200.0,48.0,1600.0,2,8,150.0,UNCATEGORIZED,1,32
1,495,517,1,2,3,0.0,40.0,1695.0,2,14,0.0,LIVING_DINING_ROOM,1,4
1,1068,934,1,0,0,0.0,,,,,,,0,0
1,884,868,1,5,3,0.0,80.0,3600.0,5,10,90.0,LIVING_DINING_ROOM,1,4
1,771,782,3,2,3,1000.0,100.0,2500.0,3,16,100.0,UNCATEGORIZED,1,18
1,359,380,2,1,3,2300.0,84.0,2095.0,2,45,100.0,LIVING_DINING_ROOM,1,100
1,359,380,1,2,2,2500.0,54.0,1750.0,2,19,250.0,UNCATEGORIZED,1,333
1,805,807,1,0,0,0.0,,,,,,,0,0
1,359,380,3,2,2,1500.0,40.0,1500.0,2,12,80.0,LIVING_DINING_ROOM,1,173
2,1086,,1,1,1,2000.0,35.0,2850.0,2,37,69.0,UNCATEGORIZED,1,36
2,1086,,1,0,0,0.0,,,,,,,0,0
1,968,940,3,0,0,0.0,,,,,,,0,0
1,351,372,6,2,2,2500.0,76.0,1290.0,2,17,80.0,LIVING_DINING_ROOM,1,52
1,968,940,3,0,0,0.0,,,,,,,0,0
1,977,946,3,2,3,2500.0,93.0,2200.0,2,10,150.0,UNCATEGORIZED,1,5
1,646,663,1,0,0,0.0,,,,,,,0,0
1,615,631,1,0,0,0.0,,,,,,,0,0
2,1086,,1,2,2,3000.0,90.0,4750.0,4,32,79.0,ROOM_BEDROOM,1,3
1,0,0,3,3,4,3000.0,64.0,1495.0,2,15,150.0,UNCATEGORIZED,1,54
1,238,273,1,1,3,1890.0,78.0,1890.0,2,16,90.0,LIVING_DINING_ROOM,1,36
1,771,782,3,1,1,500.0,14.0,799.0,1,14,0.0,ROOM_BEDROOM,1,684
1,1119,317,1,0,0,0.0,,,,,,,0,0
1,1366,1257,1,2,3,2000.0,65.0,2500.0,2,37,250.0,UNCATEGORIZED,1,13
1,155,916,3,3,3,4500.0,69.0,2400.0,3,10,200.0,LIVING_DINING_ROOM,1,524
1,1356,1250,1,0,0,0.0,,,,,,,0,0
1,359,380,1,9,4,0.0,90.0,5700.0,8,12,70.0,UNCATEGORIZED,1,2
1,595,397,3,1,3,4000.0,64.0,2300.0,2,4,150.0,OUTDOOR_BUILDING,1,130
2,998,,1,1,1,1800.0,25.0,1961.0,2,12,110.0,UNCATEGORIZED,1,10
1,155,488,3,2,3,5000.0,110.0,1700.0,3,10,200.0,LIVING_ROOM,1,61
1,450,469,3,1,2,3500.0,44.0,1750.0,2,19,100.0,ROOM_BEDROOM,1,352
2,870,,1,0,0,0.0,,,,,,,0,0
1,90,98,1,1,1,800.0,21.0,600.0,2,6,0.0,ROOM_BEDROOM,0,0
1,155,491,2,1,2,2500.0,90.0,2100.0,2,5,100.0,ROOM_BEDROOM,1,62
1,603,619,1,8,4,0.0,180.0,8000.0,10,25,100.0,UNCATEGORIZED,1,2
1,1561,1401,1,0,0,0.0,,,,,,,0,0
1,155,328,3,5,5,17000.0,190.0,8500.0,10,17,250.0,LIVING_ROOM,1,19
1,1494,1342,1,0,0,0.0,,,,,,,0,0
1,685,705,1,4,3,3500.0,98.0,2140.0,5,23,200.0,LIVING_DINING_ROOM,1,83
2,1086,,1,0,0,0.0,,,,,,,0,0
1,968,940,3,0,0,0.0,,,,,,,0,0
1,155,888,1,0,0,0.0,,,,,,,0,0
1,885,869,1,4,2,1950.0,60.0,1950.0,3,4,150.0,LIVING_DINING_ROOM,1,179
2,1082,,2,0,1,200.0,19.0,1344.0,1,12,50.0,UNCATEGORIZED,1,2
1,155,774,2,1,1,1500.0,30.0,1490.0,2,13,100.0,UNCATEGORIZED,1,79
2,1086,,1,1,1,0.0,25.0,1778.0,2,15,0.0,OUTDOOR_BUILDING,1,84
1,1039,1004,1,2,2,1000.0,45.0,1199.0,3,16,0.0,LIVING_DINING_ROOM,1,244
1,155,837,6,2,2,3500.0,78.0,1999.0,4,12,290.0,UNCATEGORIZED,1,178
1,155,314,1,0,0,0.0,,,,,,,0,0
2,1086,,1,0,0,0.0,,,,,,,0,0
2,1086,248,1,2,1,450.0,79.0,450.0,2,1,50.0,KITCHEN,0,0
1,422,439,1,8,5,0.0,160.0,5700.0,8,9,80.0,UNCATEGORIZED,1,1
2,1454,,1,0,0,0.0,,,,,,,0,0
1,346,367,1,0,0,0.0,,,,,,,0,0
1,595,1333,3,5,7,1000.0,140.0,2200.0,4,23,150.0,LIVING_ROOM,1,45
1,155,28,1,0,0,0.0,,,,,,,0,0
1,155,491,6,1,2,2050.0,65.0,2050.0,2,23,100.0,LIVING_DINING_ROOM,1,89
1,155,328,6,1,2,3800.0,37.0,1950.0,2,7,100.0,UNCATEGORIZED,1,58
1,595,46,3,2,3,2340.0,62.0,1480.0,3,8,185.0,UNCATEGORIZED,1,223
1,1080,1046,1,3,1,0.0,17.0,3822.0,4,13,0.0,OUTDOOR_HOUSE,1,0
2,1086,,1,2,2,5200.0,31.0,2889.0,4,13,110.0,LIVING_DINING_ROOM,1,175
1,595,46,3,2,3,4000.0,63.0,2200.0,2,11,200.0,UNCATEGORIZED,1,445
1,82,91,1,0,0,0.0,,,,,,,0,0
1,1034,999,1,0,0,0.0,,,,,,,0,0
1,1356,1250,3,1,1,1640.0,25.0,820.0,1,1,0.0,UNCATEGORIZED,0,0
1,155,491,9,2,3,5900.0,80.0,2950.0,3,3,150.0,UNCATEGORIZED,1,26
1,155,965,3,3,3,2490.0,72.0,2490.0,4,18,300.0,LIVING_DINING_ROOM,1,81
1,1142,1088,1,0,0,0.0,,,,,,,0,0
1,968,940,3,0,0,0.0,,,,,,,0,0
1,1146,1092,1,1,2,0.0,55.0,2195.0,2,15,0.0,UNCATEGORIZED,1,11
2,997,,1,1,1,0.0,22.0,2201.0,2,9,0.0,UNCATEGORIZED,1,6
1,155,928,1,0,0,0.0,,,,,,,0,0
1,579,594,1,1,2,500.0,50.0,1650.0,2,17,0.0,ROOM_BEDROOM,1,5
1,155,918,3,2,3,3500.0,110.0,2750.0,4,27,0.0,LIVING_ROOM,1,71
1,155,774,2,1,2,2000.0,58.0,950.0,2,6,100.0,LIVING_DINING_ROOM,1,411
1,968,940,3,0,0,0.0,,,,,,,0,0
1,177,202,1,0,0,0.0,,,,,,,0,0
1,1356,1250,1,0,0,0.0,,,,,,,0,0
1,155,603,1,2,4,4000.0,94.0,2800.0,4,32,150.0,KITCHEN,1,94
1,4,6,1,0,0,0.0,,,,,,,0,0
2,297,1343,1,1,1,1800.0,22.0,1722.0,2,8,110.0,LIVING_DINING_ROOM,1,5
1,453,473,3,2,3,3000.0,96.0,2500.0,3,19,200.0,LIVING_DINING_ROOM,1,41
0,1530,,1,1,1,650.0,45.46,1319.0,2,13,150.0,ROOM_BEDROOM,1,11
1,126,133,11,2,5,3900.0,130.0,1900.0,6,7,0.0,LIVING_DINING_ROOM,0,0
1,718,732,1,1,1,1000.0,22.0,1050.0,2,4,80.0,ROOM_BEDROOM,1,153
1,155,491,1,1,2,1800.0,46.0,1800.0,2,13,50.0,LIVING_DINING_ROOM,1,48
1,595,1333,3,0,0,0.0,,,,,,,0,0
1,155,840,4,4,4,1800.0,85.0,1800.0,3,15,150.0,OUTDOOR_HOUSE,1,168
1,155,916,1,0,0,0.0,,,,,,,0,0
1,996,964,1,1,1,1490.0,43.0,1490.0,2,7,190.0,LIVING_ROOM,1,26
1,968,940,3,1,1,1000.0,25.0,999.0,1,29,150.0,WATER_VIEW,1,214
1,771,782,3,1,2,3500.0,73.0,2150.0,2,14,0.0,TERRACE,1,66
1,603,619,1,1,1,1000.0,25.0,1390.0,2,3,25.0,UNCATEGORIZED,1,32
1,885,869,1,0,0,0.0,,,,,,,0,0
1,155,1338,3,2,2,3000.0,67.0,2090.0,2,30,150.0,LIVING_DINING_ROOM,1,350
1,307,325,1,0,0,0.0,,,,,,,0,0
1,155,918,6,1,2,2000.0,55.0,1875.0,2,22,150.0,KITCHEN,1,266
1,525,546,1,1,2,2250.0,58.0,2250.0,2,14,150.0,LIVING_DINING_ROOM,1,3
1,771,782,3,0,0,0.0,,,,,,,0,0
0,1530,,1,1,2,1500.0,65.0,2350.0,2,12,310.0,LIVING_ROOM,1,14
1,595,610,3,0,0,0.0,,,,,,,0,0
1,595,46,3,0,0,0.0,,,,,,,0,0
1,155,486,3,1,2,3300.0,54.0,1650.0,2,15,180.0,ROOM_BEDROOM,1,92
1,187,213,1,0,0,0.0,,,,,,,0,0
1,1568,1407,1,2,2,0.0,45.0,1590.0,4,9,50.0,LIVING_DINING_ROOM,1,99
1,595,397,1,0,0,0.0,,,,,,,0,0
1,155,1049,2,1,3,4400.0,86.0,2100.0,2,10,150.0,ROOM_BEDROOM,1,14
1,155,916,1,0,0,0.0,,,,,,,0,0
1,346,367,2,1,1,660.0,11.0,480.0,1,8,130.0,ROOM_BEDROOM,1,44
1,595,1333,3,0,0,0.0,,,,,,,0,0
1,359,380,3,3,3,4600.0,74.0,2300.0,4,28,250.0,LIVING_DINING_ROOM,1,72
1,1303,1205,1,0,0,0.0,,,,,,,0,0
1,155,1220,1,0,0,0.0,,,,,,,0,0
1,595,46,4,1,2,3200.0,62.0,1700.0,2,13,150.0,LIVING_ROOM,1,159
1,450,469,1,0,0,0.0,,,,,,,0,0
1,155,916,1,0,0,0.0,,,,,,,0,0
1,450,469,3,2,1,2600.0,35.0,1300.0,2,9,250.0,LIVING_ROOM,1,564
2,870,,1,1,2,3000.0,120.0,2947.0,2,24,120.0,LIVING_ROOM,1,0
1,416,435,1,0,0,0.0,,,,,,,0,0
1,63,72,6,1,2,2000.0,38.0,1225.0,2,11,125.0,KITCHEN,1,242
1,155,314,12,1,2,2679.0,71.0,2679.0,1,17,150.0,UNCATEGORIZED,1,2
1,313,332,1,0,0,0.0,,,,,,,0,0
1,319,338,1,0,0,0.0,,,,,,,0,0
1,155,840,1,2,4,2600.0,104.0,2740.0,2,13,180.0,UNCATEGORIZED,1,54
1,458,478,1,2,1,1500.0,33.0,1500.0,1,13,100.0,KITCHEN,1,40
1,495,517,1,0,0,0.0,,,,,,,0,0
1,834,830,1,0,0,0.0,,,,,,,0,0
1,718,732,1,3,3,0.0,60.0,2750.0,6,13,0.0,LIVING_DINING_ROOM,1,18
1,1399,1277,1,0,0,0.0,,,,,,,0,0
1,852,843,1,0,0,0.0,,,,,,,0,0
1,155,1068,1,0,0,0.0,,,,,,,0,0
2,849,,1,1,2,600.0,13.0,600.0,1,11,0.0,ROOM_BEDROOM,1,0
1,1382,1267,1,1,2,800.0,60.0,800.0,1,19,100.0,LIVING_ROOM,0,0
1,771,782,3,0,0,0.0,,,,,,,0,0
1,351,372,1,0,0,0.0,,,,,,,0,0
1,595,611,3,15,3,2000.0,400.0,16000.0,15,23,1000.0,UNCATEGORIZED,1,51
1,346,367,1,0,0,0.0,,,,,,,0,0
1,416,435,1,0,0,0.0,,,,,,,0,0
0,1530,,2,1,2,2000.0,90.0,1000.0,2,9,50.0,ROOM_BEDROOM,1,12
1,595,397,3,0,0,0.0,,,,,,,0,0
1,155,530,4,1,2,3700.0,67.0,1850.0,2,36,100.0,LIVING_ROOM,1,138
1,155,916,1,0,0,0.0,,,,,,,0,0
1,1534,1376,1,1,2,1999.0,70.0,1999.0,2,8,50.0,RECEPTION_LOBBY,1,3
1,155,965,3,1,1,3000.0,42.0,1480.0,1,14,60.0,ROOM_BEDROOM,1,488
1,286,316,6,1,2,2180.0,45.0,1090.0,2,18,60.0,LIVING_DINING_ROOM,1,11
1,155,774,1,0,0,0.0,,,,,,,0,0
1,155,314,1,1,1,1250.0,25.0,1250.0,2,10,100.0,DINING_ROOM,1,173
1,155,530,1,0,0,0.0,,,,,,,0,0
1,155,1190,6,1,2,1394.0,41.0,1394.0,2,6,200.0,KITCHEN,1,519
1,199,224,6,0,0,0.0,,,,,,,0,0
1,1476,1324,1,0,0,0.0,,,,,,,0,0
1,434,460,1,0,0,0.0,,,,,,,0,0
1,1329,1226,1,0,0,0.0,,,,,,,0,0
1,155,491,1,2,2,1500.0,53.0,3450.0,4,62,175.0,ROOM_BEDROOM,1,362
1,1032,997,6,1,3,4000.0,80.0,2690.0,2,6,195.0,LIVING_ROOM,1,21
1,1066,1033,1,4,3,0.0,85.0,2900.0,4,12,60.0,LIVING_DINING_ROOM,1,1
1,1356,1250,3,4,3,2000.0,68.0,1950.0,3,13,100.0,LIVING_ROOM,1,71
1,1356,1250,3,1,1,1000.0,14.0,900.0,1,13,0.0,ROOM_BEDROOM,1,232
1,155,1068,1,1,2,1000.0,60.0,2300.0,2,10,80.0,LIVING_DINING_ROOM,1,149
1,155,1098,1,0,0,0.0,,,,,,,0,0
1,834,830,1,0,0,0.0,,,,,,,0,0
1,718,732,6,1,2,4000.0,60.0,1690.0,2,17,150.0,BATHROOM,1,113
1,278,313,1,2,1,0.0,25.0,1700.0,2,12,40.0,UNCATEGORIZED,1,1
1,968,940,4,4,4,4000.0,80.0,4000.0,8,19,100.0,UNCATEGORIZED,1,13
1,716,729,4,2,4,1000.0,94.0,1100.0,4,6,0.0,LIVING_DINING_ROOM,1,3
1,1534,1376,1,0,0,0.0,,,,,,,0,0
2,1086,,1,2,3,2875.0,59.0,3935.0,4,26,70.0,UNCATEGORIZED,1,0
1,155,491,1,1,2,1990.0,62.0,1990.0,2,9,50.0,LIVING_ROOM,1,151
1,155,1190,1,0,0,0.0,,,,,,,0,0
1,155,314,1,0,0,0.0,,,,,,,0,0
1,155,314,14,2,1,2000.0,40.0,1367.0,2,10,80.0,ROOM_BEDROOM,0,0
1,155,916,2,2,2,1990.0,50.0,1990.0,2,21,150.0,LIVING_ROOM,1,25
1,155,918,1,0,0,0.0,,,,,,,0,0
1,155,774,3,3,3,7240.0,105.0,3620.0,6,41,400.0,UNCATEGORIZED,1,5
1,1247,1158,1,0,0,0.0,,,,,,,0,0
1,155,620,1,0,0,0.0,,,,,,,0,0
1,148,162,1,0,0,0.0,,,,,,,0,0
1,450,469,3,1,1,1000.0,15.0,780.0,1,10,0.0,ROOM_BEDROOM,1,223
1,351,372,1,4,4,2000.0,99.0,1200.0,2,17,150.0,LIVING_DINING_ROOM,1,17
1,771,782,3,7,6,4000.0,175.0,3950.0,1,64,100.0,LIVING_ROOM,1,127
1,227,253,1,4,4,5000.0,92.0,2950.0,6,24,150.0,ROOM_BEDROOM,1,5
0,171,,1,0,0,0.0,,,,,,,0,0
1,968,940,3,0,0,0.0,,,,,,,0,0
2,870,,1,2,3,3000.0,140.0,4737.0,4,32,120.0,LIVING_DINING_ROOM,1,0
1,1307,1207,1,1,3,4000.0,95.0,2950.0,2,14,100.0,ROOM_BEDROOM,1,22
1,155,639,2,1,2,2050.0,56.0,2050.0,2,24,80.0,LIVING_DINING_ROOM,1,60
1,349,371,1,0,0,0.0,,,,,,,0,0
1,359,380,6,2,2,2400.0,40.0,1200.0,2,32,150.0,LIVING_ROOM,1,175
1,155,988,1,0,0,0.0,,,,,,,0,0
1,1379,220,1,4,3,2100.0,70.0,1400.0,7,8,90.0,ROOM_BEDROOM,1,10
1,834,830,1,1,2,1000.0,78.0,1850.0,3,9,150.0,ROOM_BEDROOM,1,86
2,1086,,1,3,3,3000.0,60.0,3589.0,4,12,150.0,ROOM_BEDROOM,1,3
1,1005,972,1,0,0,0.0,,,,,,,0,0
0,1530,,1,2,3,1500.0,71.0,2370.0,4,16,370.0,LIVING_DINING_ROOM,1,48
2,1086,,1,2,2,250.0,35.0,10223.0,4,16,60.0,ROOM_BEDROOM,1,0
1,968,940,3,0,0,0.0,,,,,,,0,0
1,601,617,1,1,1,500.0,15.0,750.0,1,21,50.0,ROOM_BEDROOM,1,6
1,1039,1004,6,2,2,1500.0,50.0,850.0,2,18,50.0,LIVING_ROOM,0,0
1,155,639,1,0,0,0.0,,,,,,,0,0
1,771,782,6,1,3,3200.0,75.0,1600.0,2,10,100.0,BALCONY,1,117
1,155,916,1,0,0,0.0,,,,,,,0,0
1,570,586,1,8,5,0.0,100.0,5000.0,7,19,80.0,LIVING_DINING_ROOM,1,1
1,595,46,3,0,0,0.0,,,,,,,0,0
1,187,213,1,0,0,0.0,,,,,,,0,0
1,595,610,3,0,0,0.0,,,,,,,0,0
2,1086,,1,2,3,6000.0,80.0,5556.0,4,11,150.0,UNCATEGORIZED,1,34
2,1172,,1,2,2,800.0,28.0,500.0,2,12,30.0,UNCATEGORIZED,1,42
1,155,28,4,3,2,3500.0,39.0,1499.0,1,34,200.0,KITCHEN,1,382
2,1086,,1,3,2,500.0,45.0,8574.0,3,18,60.0,UNCATEGORIZED,1,0
1,155,774,12,1,1,1600.0,46.0,1220.0,2,7,180.0,KITCHEN,1,446
1,155,573,3,2,2,1800.0,57.0,2250.0,4,15,200.0,LIVING_ROOM,1,120
1,1142,1088,1,4,4,2500.0,100.0,2700.0,6,22,150.0,LIVING_DINING_ROOM,1,112
1,771,782,6,2,4,5500.0,130.0,2553.0,2,9,100.0,TERRACE,1,170
1,231,260,1,6,4,0.0,90.0,3000.0,8,19,0.0,LIVING_DINING_ROOM,1,13
1,155,315,1,0,0,0.0,,,,,,,0,0
0,1530,,1,0,0,0.0,,,,,,,0,0
2,1086,,3,2,3,2662.0,37.0,1401.0,3,13,0.0,LIVING_ROOM,1,158
1,595,397,1,0,0,0.0,,,,,,,0,0
1,834,830,3,2,1,1500.0,28.0,750.0,2,5,30.0,UNCATEGORIZED,1,148
1,155,486,1,0,0,0.0,,,,,,,0,0
1,155,774,1,2,3,1000.0,83.0,1980.0,2,6,55.0,ROOM_BEDROOM,1,83
2,1086,248,1,0,0,0.0,,,,,,,0,0
1,920,898,3,4,4,2500.0,128.0,2060.0,6,65,190.0,LIVING_DINING_ROOM,1,19
1,874,860,1,0,0,0.0,,,,,,,0,0
0,1530,,1,1,2,1500.0,83.0,3070.0,4,16,370.0,LIVING_DINING_ROOM,1,8
1,155,28,2,3,4,5400.0,130.0,2700.0,4,12,150.0,KITCHEN,1,45
1,155,491,1,1,1,2535.0,45.0,1969.0,2,23,309.0,LIVING_ROOM,1,713
1,155,328,6,1,1,4500.0,45.0,1500.0,2,23,350.0,ROOM_BEDROOM,1,1708
1,408,427,1,0,0,0.0,,,,,,,0,0
0,1530,,1,1,2,1500.0,55.0,3090.0,2,14,330.0,LIVING_ROOM,1,0
1,1005,972,1,0,0,0.0,,,,,,,0,0
1,628,645,1,6,3,0.0,78.0,4300.0,6,16,60.0,UNCATEGORIZED,1,0
1,1122,1070,3,6,3,3000.0,74.0,3600.0,8,6,150.0,ROOM_BEDROOM,1,22
1,1065,1032,1,4,4,0.0,110.0,4950.0,8,27,100.0,ROOM_BEDROOM,1,3
1,968,940,3,1,1,3900.0,42.0,1950.0,1,1,175.0,UNCATEGORIZED,0,0
1,450,469,1,0,0,0.0,,,,,,,0,0
2,1451,,1,2,2,500.0,40.0,3158.0,4,22,100.0,UNCATEGORIZED,1,1
1,595,611,3,2,3,3500.0,132.63,3500.0,3,10,99.0,ROOM_BEDROOM,1,89
1,1098,1058,1,0,0,0.0,,,,,,,0,0
1,1062,1027,1,0,0,0.0,,,,,,,0,0
1,541,558,1,0,0,0.0,,,,,,,0,0
1,1534,1376,3,1,2,2580.0,46.0,1290.0,2,4,150.0,ROOM_BEDROOM,0,0
1,458,478,1,0,0,0.0,,,,,,,0,0
1,771,782,3,5,2,0.0,45.0,3600.0,5,11,50.0,ROOM_BEDROOM,1,2
1,595,46,12,1,1,0.0,19.0,861.0,1,3,150.0,OFFICE,0,0
1,771,782,3,1,1,900.0,27.0,890.0,1,11,70.0,UNCATEGORIZED,0,0
1,1534,1376,1,0,0,0.0,,,,,,,0,0
1,595,46,3,0,0,0.0,,,,,,,0,0
1,359,380,1,0,0,0.0,,,,,,,0,0
2,1086,,1,0,0,0.0,,,,,,,0,0
1,155,965,1,4,4,1900.0,104.0,1900.0,5,13,70.0,KITCHEN,1,5
1,359,380,1,1,1,1000.0,25.0,900.0,2,5,50.0,KITCHEN,1,259
1,155,1068,4,3,3,6000.0,80.0,3000.0,2,12,50.0,LIVING_ROOM,1,5
2,1324,,1,1,1,0.0,20.0,1767.0,2,3,0.0,DETAILS,1,0
1,595,611,6,3,3,2890.0,70.0,2890.0,2,40,350.0,ROOM_BEDROOM,1,151
1,155,916,1,1,1,1690.0,22.0,1690.0,2,7,100.0,ROOM_BEDROOM,1,314
1,1144,1090,1,0,0,0.0,,,,,,,0,0
2,1086,,1,2,3,3000.0,55.0,8400.0,5,11,200.0,OUTDOOR_BUILDING,1,162
2,1086,,12,2,2,4400.0,50.0,2200.0,4,9,150.0,ROOM_BEDROOM,1,3
1,155,530,9,3,3,3000.0,73.0,2400.0,4,10,100.0,LIVING_DINING_ROOM,1,96
2,909,,1,4,4,4000.0,80.0,2600.0,6,8,150.0,ROOM_BEDROOM,1,4
1,1183,1119,1,8,4,0.0,140.0,5700.0,8,11,70.0,UNCATEGORIZED,1,2
1,102,112,1,2,1,0.0,30.0,900.0,2,14,35.0,OFFICE,1,27
1,74,83,3,1,1,2850.0,50.0,950.0,1,57,65.0,NON_RELATED,1,15
1,638,331,1,2,1,1885.0,65.0,1885.0,2,13,150.0,OUTDOOR_BUILDING,1,0
0,1530,,1,2,3,1500.0,62.0,3360.0,4,16,370.0,LIVING_ROOM,1,21
1,1534,1376,1,0,0,0.0,,,,,,,0,0
2,870,,1,4,3,3120.0,90.0,3284.0,8,25,120.0,LIVING_DINING_ROOM,1,18
1,155,916,2,2,3,3000.0,67.0,2590.0,3,37,150.0,LIVING_DINING_ROOM,1,1073
1,359,380,3,2,1,950.0,33.0,1049.0,2,24,120.0,UNCATEGORIZED,1,154
1,309,231,1,0,0,0.0,,,,,,,0,0
1,155,7,3,2,2,3900.0,50.0,1300.0,2,8,150.0,UNCATEGORIZED,1,899
1,72,81,1,2,2,750.0,60.0,1960.0,2,22,150.0,ROOM_BEDROOM,1,0
1,155,774,3,1,2,4600.0,64.29,2300.0,2,20,300.0,UNCATEGORIZED,1,89
1,155,445,3,3,2,2500.0,55.0,1950.0,4,42,120.0,LIVING_ROOM,1,362
1,771,782,6,1,1,1900.0,19.0,1200.0,2,8,150.0,OUTDOOR_BUILDING,1,122
1,155,840,1,0,0,0.0,,,,,,,0,0
1,880,865,1,3,2,3999.0,70.0,2000.0,6,46,199.0,LIVING_DINING_ROOM,1,10
1,84,93,1,0,0,0.0,,,,,,,0,0
1,968,940,6,2,3,4000.0,105.0,2950.0,4,13,100.0,LIVING_ROOM,1,238
1,155,916,1,0,0,0.0,,,,,,,0,0
1,155,1068,1,0,0,0.0,,,,,,,0,0
1,155,916,1,0,0,0.0,,,,,,,0,0
1,718,732,1,1,2,0.0,40.0,1200.0,2,7,0.0,LIVING_DINING_ROOM,1,151
1,223,210,1,0,0,0.0,,,,,,,0,0
1,1346,1241,3,2,2,1300.0,42.0,650.0,2,7,80.0,ROOM_BEDROOM,1,48
1,155,486,3,1,2,1500.0,58.0,2470.0,2,16,250.0,LIVING_DINING_ROOM,1,15
1,155,1190,5,1,1,3000.0,35.0,1500.0,2,22,100.0,ROOM_BEDROOM,1,58
1,359,380,2,1,3,1250.0,40.0,1290.0,2,7,150.0,LIVING_DINING_ROOM,1,164
1,155,774,3,2,1,1500.0,35.0,1500.0,2,10,50.0,ROOM_BEDROOM,1,272
1,771,782,3,0,0,0.0,,,,,,,0,0
1,155,965,1,0,0,0.0,,,,,,,0,0
1,1488,1335,1,6,3,1500.0,63.0,2950.0,6,7,100.0,ROOM_BEDROOM,1,8
1,968,940,3,2,6,5000.0,100.0,2850.0,3,31,300.0,DINING_ROOM,0,0
1,278,313,1,7,3,0.0,90.0,5000.0,7,16,60.0,UNCATEGORIZED,1,1
1,351,372,1,1,1,500.0,30.0,900.0,1,7,80.0,KITCHEN,1,189
2,870,,1,2,3,500.0,40.0,2053.0,4,21,60.0,LIVING_ROOM,1,16
0,1238,,1,0,0,0.0,,,,,,,0,0
2,1086,,1,1,1,2800.0,30.0,1400.0,2,7,0.0,UNCATEGORIZED,1,119
1,155,916,3,2,2,18000.0,67.0,1800.0,3,6,120.0,ROOM_BEDROOM,0,0
1,1356,1250,1,0,0,0.0,,,,,,,0,0
2,1588,,1,0,0,0.0,,,,,,,0,0
1,1032,997,3,1,2,1760.0,50.0,1760.0,2,24,200.0,OUTDOOR_BUILDING,1,50
1,968,940,3,2,4,1000.0,75.0,1250.0,3,20,60.0,ROOM_BEDROOM,1,275
1,597,613,1,3,3,0.0,65.0,4800.0,6,11,50.0,OUTDOOR_HOUSE,1,1
1,1543,1387,1,0,0,0.0,,,,,,,0,0
1,63,72,1,0,0,0.0,,,,,,,0,0
1,595,46,6,1,1,1500.0,30.0,1350.0,1,19,100.0,ROOM_BEDROOM,1,25
1,612,628,1,0,0,0.0,,,,,,,0,0
1,450,469,1,2,2,0.0,65.0,2200.0,2,12,0.0,LIVING_ROOM,1,63
1,223,281,1,2,3,2000.0,65.0,1850.0,3,15,150.0,ROOM_BEDROOM,1,18
1,155,1225,10,3,3,5000.0,125.0,3400.0,4,16,120.0,ROOM_BEDROOM,1,15
1,450,469,1,0,0,0.0,,,,,,,0,0
2,292,,1,2,2,1950.0,70.0,2290.0,4,7,68.0,ROOM_BEDROOM,1,17
1,155,314,6,4,3,2800.0,75.0,2890.0,5,18,150.0,HALL_CORRIDOR,1,153
1,155,916,3,1,2,5200.0,77.0,2600.0,2,8,180.0,LIVING_ROOM,1,55
1,667,684,1,0,0,0.0,,,,,,,0,0
1,155,916,6,1,1,1380.0,36.0,1380.0,1,8,200.0,UNCATEGORIZED,1,33
1,155,486,3,2,3,5380.0,80.0,2690.0,2,28,120.0,LIVING_ROOM,1,84
2,1086,,1,3,3,4000.0,128.0,6315.0,5,16,100.0,ROOM_BEDROOM,1,0
1,1561,1401,1,2,3,1200.0,60.0,1200.0,2,20,60.0,KITCHEN,1,40
1,155,965,2,2,4,1900.0,130.0,1900.0,4,11,50.0,LIVING_DINING_ROOM,1,98
1,1547,1390,1,9,9,9500.0,200.0,9500.0,16,30,350.0,ROOM_BEDROOM,1,3
2,1086,,1,2,2,2500.0,33.0,2556.0,4,10,110.0,LIVING_DINING_ROOM,1,74
2,1224,,1,2,2,2400.0,48.0,1200.0,2,8,150.0,UNCATEGORIZED,1,1354
1,155,916,2,1,1,2000.0,27.0,1104.0,1,1,150.0,KITCHEN,1,180
1,968,940,3,1,1,0.0,22.0,2000.0,1,20,0.0,ROOM_BEDROOM,1,30
1,812,814,1,0,0,0.0,,,,,,,0,0
1,915,894,1,1,1,1700.0,40.0,870.0,2,8,100.0,ROOM_BEDROOM,1,19
1,155,965,6,1,1,3100.0,45.0,1550.0,2,18,150.0,KITCHEN,1,1136
1,968,940,3,0,0,0.0,,,,,,,0,0
1,155,1068,1,0,0,0.0,,,,,,,0,0
1,1534,1376,1,0,0,0.0,,,,,,,0,0
